,VNQ_VANGREALEST,EMB_USDEMRGBOND,LQD_CORPBOND,MUB_MUNIBOND,SHY_1-3USTR,VIG_VANGDIV,IVV_SP500,EEM_MSCIEMERGING,XLE_ENERGYSPDR,EFA_MSCIEAFE,TIP_TIPSBOND
388,0.010000039143845858,0.010000039074570376,0.010000038955551405,0.010000039362823104,0.010000039412500024,0.010000039622089776,0.010000039768304696,0.01000003971783987,0.010000039829778293,0.010000039830926545,0.8999996052817701
389,0.010000038880935353,0.010000038812733286,0.010000038695477602,0.010000039098215363,0.010000039147255902,0.010000039353138594,0.01000003949749917,0.010000039447920646,0.01000003955796615,0.010000039559708131,0.8999996079491498
390,0.010000039333629593,0.010000039263572546,0.010000039143270226,0.010000039553831589,0.010000039603971013,0.010000039816263052,0.010000039963825548,0.010000039912714679,0.010000040026032483,0.01000004002674442,0.8999996033561448
391,0.010000040643008681,0.010000040567404406,0.010000040438005672,0.010000040871648243,0.010000040925050564,0.010000041156594572,0.010000041313661613,0.010000041257948863,0.010000041381082894,0.010000041378605232,0.8999995900669893
392,0.0100000392275731,0.01000003915795351,0.010000039038369449,0.010000039447090717,0.010000039496971357,0.010000039707750557,0.010000039854559056,0.010000039803809863,0.010000039916355487,0.01000003991731205,0.8999996044322549
393,0.010000038804959982,0.010000038737066098,0.010000038620316827,0.010000039021749414,0.010000039070606986,0.010000039275426281,0.010000039419253688,0.010000039369929414,0.010000039479431778,0.01000003948134303,0.8999996087199166
394,0.010000038353021283,0.010000038286942113,0.010000038173176247,0.010000038566891635,0.010000038614669483,0.010000038813235655,0.01000003895391639,0.010000038906087286,0.0100000390123945,0.010000039015291446,0.899999613304374
395,0.010000038343551567,0.010000038277510084,0.010000038163806202,0.01000003855736074,0.010000038605116121,0.010000038803552592,0.010000038944167847,0.010000038896369757,0.010000039002610676,0.010000039005527888,0.8999996134004266
396,0.010000038387270739,0.01000003832105515,0.010000038207064925,0.010000038601362355,0.010000038649221511,0.010000038848257235,0.010000038989174944,0.010000038941233563,0.010000039047780783,0.010000039050604294,0.8999996129569745
397,0.010000039193178177,0.010000039123700078,0.010000039004348362,0.01000003941247382,0.01000003946227071,0.010000039672560766,0.010000039819125247,0.010000039768492995,0.010000039880788927,0.010000039881824388,0.8999996047812365
398,0.01000003869686263,0.010000038629405683,0.01000003851337451,0.010000038912953993,0.010000038961551964,0.010000039164864322,0.010000039307935214,0.010000039258971248,0.01000003936770382,0.010000039369854136,0.8999996098165224
399,0.010000039825446238,0.010000039753337447,0.010000039629668195,0.010000040048820233,0.010000040100170466,0.010000040319568677,0.010000040470658634,0.010000040417848998,0.010000040534792294,0.010000040534343129,0.8999995983653457
400,0.010000038868350037,0.010000038800199082,0.010000038683027382,0.010000039085548786,0.010000039134558986,0.010000039340265283,0.010000039484537458,0.010000039435001107,0.01000003954495652,0.010000039546726614,0.8999996080768288
401,0.010000039387843752,0.010000039317562404,0.010000039196891856,0.010000039608395543,0.01000003965866757,0.010000039871735618,0.010000040019684457,0.01000003996838807,0.010000040082101916,0.010000040082688016,0.8999996028060407
402,0.010000039039618647,0.010000038970769997,0.010000038852452075,0.010000039257923124,0.010000039307347157,0.01000003951546224,0.0100000396609403,0.010000039610828036,0.010000039722013547,0.01000003972339866,0.8999996063392462
403,0.010000039062203946,0.010000038993262949,0.010000038874793341,0.010000039280654216,0.010000039330132982,0.01000003953856705,0.01000003968420459,0.010000039634016062,0.010000039745364446,0.010000039746698398,0.899999606110102
404,0.010000038781976644,0.010000038714175812,0.01000003859757946,0.010000038998617662,0.010000039047419968,0.010000039251918268,0.010000039395584623,0.010000039346337097,0.010000039455675496,0.010000039457637753,0.8999996089530772
405,0.010000039827133187,0.010000039755017292,0.010000039631336388,0.010000040050518057,0.010000040101872472,0.010000040321295315,0.010000040472397458,0.010000040419581935,0.010000040536537793,0.01000004053608457,0.8999995983482254
406,0.010000040090427629,0.010000040017197556,0.010000039891689507,0.010000040315509351,0.010000040367519294,0.010000040590808341,0.01000004074382,0.010000040690080318,0.010000040809007571,0.010000040807914489,0.8999995956760259
407,0.010000038803487177,0.010000038735599258,0.01000003861885979,0.0100000390202671,0.01000003906912113,0.010000039273919844,0.010000039417736927,0.010000039368417573,0.010000039477909426,0.01000003947982395,0.8999996087348578
408,0.010000039477181285,0.010000039406529309,0.0100000392852504,0.01000003969830942,0.010000039748800427,0.010000039963151179,0.010000040111738006,0.010000040060134972,0.010000040174503384,0.010000040174880964,0.8999996018995207
409,0.010000040753437328,0.010000040677352736,0.010000040547167343,0.010000040982787289,0.01000004103647057,0.010000041269687274,0.010000041427572543,0.01000004137146002,0.010000041495446067,0.010000041492684885,0.899999588945934
410,0.010000040717041837,0.010000040641115766,0.01000004051118998,0.010000040946157685,0.010000040999748267,0.010000041232412826,0.010000041390028134,0.010000041334047572,0.01000004145775239,0.010000041455084903,0.8999995893154207
411,0.010000038931288134,0.01000003886288132,0.010000038745289236,0.010000039148893247,0.010000039198055278,0.010000039404644678,0.010000039549359279,0.010000039499611785,0.010000039610018212,0.010000039611647442,0.8999996074383113
412,0.01000003844595796,0.010000038379508198,0.010000038265132868,0.010000038660428704,0.01000003870842738,0.010000038908269336,0.010000039049593679,0.010000039001459512,0.010000039108418797,0.010000039111115999,0.8999996123616876
413,0.010000039882403276,0.010000039810054406,0.010000039685991375,0.010000040106144423,0.010000040157636022,0.010000040377866873,0.010000040529368641,0.01000004047635997,0.010000040593727898,0.010000040593141414,0.8999995977873058
414,0.010000038321554664,0.010000038255600668,0.010000038142040682,0.010000038535221724,0.010000038582924944,0.010000038781060342,0.01000003892152357,0.010000038873797475,0.010000038979884494,0.010000038982848722,0.8999996136235427
415,0.01000003981753465,0.010000039745459165,0.010000039621844547,0.010000040040857642,0.010000040092188255,0.010000040311470969,0.010000040462503777,0.010000040409721751,0.010000040526606142,0.010000040526176004,0.8999995984456372
416,0.010000039248564959,0.010000039178858923,0.010000039059132914,0.010000039468218045,0.010000039518149841,0.01000003972922793,0.010000039876185482,0.01000003982536483,0.010000039938063025,0.010000039938971328,0.8999996042192628
417,0.010000038649858748,0.010000038582591226,0.010000038466871418,0.01000003886564654,0.010000038914131894,0.010000039116791207,0.010000039259533907,0.010000039210726085,0.010000039319125022,0.01000003932137864,0.8999996102933452
418,0.010000039207479487,0.01000003913794258,0.01000003901849429,0.010000039426867427,0.01000003947669913,0.010000039687192484,0.010000039833858396,0.01000003978317754,0.01000003989557725,0.010000039896579932,0.8999996046361315
419,0.010000039224767597,0.010000039155159556,0.010000039035594457,0.010000039444267108,0.010000039494140914,0.010000039704880188,0.010000039851668774,0.010000039800929126,0.010000039913454372,0.010000039914417377,0.8999996044607206
420,0.01000003945774316,0.010000039387171932,0.010000039266025556,0.0100000396787459,0.010000039729189211,0.010000039943260455,0.010000040091708323,0.01000004004017211,0.010000040154397894,0.010000040154820969,0.8999996020967644
421,0.010000039334732074,0.01000003926467047,0.010000039144360668,0.010000039554941182,0.010000039605083302,0.010000039817391103,0.01000003996496145,0.010000039913846813,0.010000040027172662,0.010000040027882044,0.8999996033449583
422,0.010000039049180797,0.01000003898029306,0.010000038861910933,0.010000039267547,0.010000039316994202,0.0100000395252443,0.010000039670789865,0.010000039620645324,0.010000039731899772,0.010000039733263235,0.8999996062422315
423,0.010000039581370504,0.010000039510284702,0.010000039388293816,0.01000003980317068,0.010000039853917807,0.010000040069770726,0.010000040219103723,0.010000040167141585,0.010000040282276444,0.010000040282409008,0.899999600842261
424,0.010000039613443328,0.010000039542223636,0.010000039420013042,0.010000039835450353,0.010000039886276483,0.010000040102593167,0.01000004025215632,0.010000040200083318,0.010000040315454777,0.01000004031551152,0.8999996005167941
425,0.010000039513995565,0.010000039443190497,0.010000039321660322,0.010000039735361173,0.010000039785942588,0.010000040000823352,0.010000040149673569,0.010000040097943832,0.010000040212582682,0.010000040212873915,0.8999996015259525
426,0.010000039353155157,0.010000039283017379,0.010000039162582523,0.010000039573483136,0.010000039623670295,0.01000003983624161,0.010000039983943177,0.010000039932765542,0.01000004004622588,0.010000040046892558,0.8999996031580229
427,0.010000039841639741,0.010000039769462746,0.010000039645681618,0.010000040065118126,0.010000040116508527,0.01000004033614326,0.01000004048735023,0.010000040434484056,0.01000004055154798,0.010000040551059833,0.8999995982010038
428,0.010000039209218575,0.010000039139674514,0.010000039020214476,0.010000039428617739,0.010000039478453676,0.010000039688971759,0.01000003983565001,0.01000003978496324,0.010000039897375575,0.010000039898374268,0.8999996046184862
429,0.010000041089174674,0.01000004101161774,0.010000040879021864,0.010000041320683108,0.010000041375226157,0.010000041613575726,0.010000041773964678,0.010000041716625456,0.010000041843225211,0.010000041839587956,0.8999995855372974
430,0.010000040375728991,0.010000040301279184,0.01000004017377185,0.010000040602648258,0.010000040655374279,0.010000040882901509,0.010000041037998881,0.010000040983246177,0.010000041104333647,0.010000041102532782,0.8999995927801844
431,0.01000003930051293,0.010000039230592669,0.010000039110514924,0.010000039520501236,0.010000039570559767,0.010000039782378671,0.010000039929705475,0.010000039878707716,0.010000039991784039,0.010000039992572578,0.89999960369217
432,0.010000039143996999,0.010000039074720898,0.010000038955700907,0.010000039362975222,0.010000039412652508,0.010000039622244404,0.010000039768460393,0.010000039717995055,0.010000039829934573,0.01000003983108248,0.8999996052802366
433,0.010000039665423479,0.010000039593986449,0.01000003947141924,0.010000039887765719,0.010000039938720047,0.0100000401557897,0.010000040305726328,0.010000040253473326,0.01000004036922891,0.010000040369162369,0.8999995999893043
434,0.010000039572298692,0.01000003950125073,0.010000039379321942,0.010000039794040357,0.010000039844765152,0.01000004006048701,0.010000040209754946,0.01000004015782414,0.01000004027289213,0.010000040273046108,0.8999996009343189
435,0.010000039611158367,0.01000003953994822,0.010000039417753287,0.010000039833150658,0.010000039883971155,0.010000040100254778,0.010000040249801528,0.01000004019773643,0.010000040313091022,0.010000040313153172,0.8999996005399815
436,0.010000039341181124,0.010000039271092862,0.010000039150739293,0.010000039561431844,0.010000039611589727,0.010000039823989748,0.010000039971606022,0.010000039920469337,0.010000040033842254,0.010000040034536693,0.899999603279521
437,0.01000004083659725,0.010000040760149657,0.010000040629369841,0.010000041066482043,0.010000041120377504,0.010000041354858935,0.010000041513362104,0.010000041456947318,0.01000004158157749,0.010000041578601288,0.8999995881016766
438,0.010000040361170026,0.010000040286782776,0.010000040159377955,0.010000040587995552,0.010000040640684887,0.010000040867994608,0.010000041022985127,0.010000040968284411,0.010000041089261039,0.010000041087496657,0.899999592927967
439,0.01000004003421363,0.010000039961222361,0.010000039836105853,0.010000040258933153,0.01000004031080271,0.01000004053326269,0.01000004068586543,0.010000040632323919,0.010000040750828491,0.01000004074987309,0.8999995962465688
440,0.01000004022647259,0.010000040152662508,0.010000040026203631,0.010000040452430694,0.010000040504781349,0.010000040730085008,0.010000040884089076,0.010000040829867848,0.010000040949822066,0.01000004094839336,0.8999995942951918
441,0.0100000393346813,0.010000039264619906,0.01000003914431045,0.010000039554890082,0.010000039605032077,0.010000039817339153,0.010000039964909137,0.010000039913794674,0.010000040027120153,0.010000040027829652,0.8999996033454735
442,0.010000039290580824,0.010000039220701555,0.01000003910069111,0.010000039510505042,0.010000039560539326,0.010000039772216463,0.010000039919472624,0.010000039868508758,0.010000039981512722,0.010000039982324196,0.8999996037929474
443,0.010000039290627885,0.010000039220748422,0.01000003910073766,0.010000039510552406,0.010000039560586807,0.010000039772264616,0.01000003991952111,0.010000039868557084,0.01000003998156139,0.010000039982372758,0.8999996037924699
444,0.010000040232897953,0.010000040159060404,0.010000040032556506,0.01000004045889744,0.01000004051126422,0.010000040736663315,0.010000040890714353,0.010000040836470313,0.010000040956473177,0.010000040955028534,0.8999995942299738
445,0.010000039511051325,0.010000039440258507,0.010000039318748441,0.010000039732397941,0.010000039782972122,0.010000039997810467,0.010000040146639608,0.010000040094920013,0.01000004020953722,0.010000040209835366,0.8999996015558289
446,0.010000039583982425,0.010000039512885727,0.010000039390876958,0.010000039805799447,0.010000039856553006,0.010000040072443669,0.0100000402217954,0.01000004016982424,0.010000040284978353,0.01000004028510475,0.899999600815756
447,0.010000039574602038,0.01000003950354447,0.010000039381599919,0.01000003979635856,0.010000039847089024,0.010000040062844153,0.010000040212128608,0.010000040160189847,0.010000040275274813,0.010000040275423354,0.8999996009109452
448,0.010000039832797878,0.010000039760658127,0.010000039636938093,0.010000040056219264,0.010000040107587729,0.010000040327093299,0.01000004047823637,0.010000040425401072,0.010000040542399122,0.010000040541932265,0.8999995982907368
449,0.010000040764268641,0.010000040688136832,0.010000040557874115,0.010000040993688269,0.010000041047399157,0.01000004128078034,0.010000041438746004,0.010000041382594173,0.010000041506663993,0.010000041503874877,0.8999995888359736
450,0.010000039296250648,0.01000003922634798,0.010000039106299121,0.010000039516211453,0.010000039566259576,0.010000039778017635,0.010000039925314121,0.010000039874330909,0.010000039987376176,0.01000003998817456,0.8999996037354179
451,0.010000040187759802,0.010000040114115066,0.010000039987927225,0.010000040413468553,0.010000040465722115,0.010000040690451321,0.010000040844172591,0.010000040790088672,0.010000040909750079,0.010000040908417225,0.8999995946881273
452,0.010000039909763345,0.010000039837298969,0.010000039713046496,0.010000040133680842,0.010000040185240436,0.010000040405871973,0.010000040557571803,0.010000040504467353,0.010000040622039612,0.010000040621386952,0.8999995975096322
453,0.010000039864827087,0.010000039792552358,0.010000039668610928,0.010000040088454941,0.010000040139902891,0.010000040359876585,0.010000040511251201,0.010000040458304,0.010000040575540787,0.010000040574996741,0.8999995979656824
454,0.010000039474529564,0.010000039403888607,0.010000039282627785,0.010000039695640593,0.010000039746125091,0.0100000399604377,0.010000040109005565,0.01000004005741165,0.010000040171760599,0.010000040172144389,0.8999996019264285
455,0.010000040110621878,0.010000040037305896,0.010000039911656999,0.010000040335833706,0.010000040387894139,0.010000040611481499,0.010000040764640223,0.010000040710829232,0.010000040829908569,0.010000040828765882,0.899999595471062
456,0.010000041675774923,0.01000004159560181,0.010000041458726136,0.010000041911049262,0.010000041967114643,0.010000042214604477,0.010000042379425915,0.010000042319902461,0.010000042451153603,0.01000004244593438,0.8999995795807125
457,0.010000039758445755,0.010000039686618717,0.010000039563411653,0.0100000399813878,0.01000004003257204,0.01000004025099337,0.010000040401599776,0.010000040349023659,0.010000040465468716,0.010000040465180323,0.8999995990452982
458,0.010000040809983152,0.010000040733651855,0.010000040603062463,0.010000041039696796,0.010000041093524295,0.010000041327600493,0.010000041485905753,0.010000041429587813,0.010000041554011609,0.010000041551104361,0.8999995883718713
459,0.010000039988039791,0.010000039915244298,0.010000039790448815,0.01000004021246177,0.01000004026421619,0.010000040485996653,0.01000004063826401,0.010000040584884927,0.010000040703043035,0.010000040702200291,0.8999995967152002
460,0.010000040369505145,0.010000040295082085,0.01000004016761858,0.010000040596384338,0.010000040649094676,0.010000040876528905,0.010000041031580593,0.010000040976850118,0.010000041097890195,0.01000004109610493,0.8999995928433605
461,0.010000039498722933,0.010000039427981403,0.010000039306555507,0.010000039719990026,0.010000039770533922,0.010000039985194706,0.01000004013393562,0.01000004008225847,0.010000040196785078,0.010000040197112162,0.8999996016809302
462,0.010000039763054192,0.010000039691207796,0.010000039567968976,0.010000039986025949,0.010000040037221596,0.010000040255710028,0.010000040406349662,0.010000040353757506,0.010000040470236789,0.010000040469937363,0.8999995989985302
463,0.010000039215883815,0.01000003914631233,0.010000039026807265,0.010000039435325993,0.010000039485178162,0.010000039695791042,0.010000039842516583,0.010000039791807152,0.010000039904267876,0.010000039905251277,0.8999996045508585
464,0.010000040253230093,0.010000040179305586,0.010000040052659158,0.01000004047936053,0.010000040531778357,0.010000040757479614,0.010000040911679333,0.010000040857363071,0.010000040977519945,0.010000040976024825,0.8999995940235995
465,0.01000004007938548,0.010000040006202356,0.010000039880771281,0.01000004030439606,0.01000004035637841,0.010000040579504446,0.01000004073243573,0.01000004067873501,0.01000004079757916,0.010000040796513168,0.899999595788099
466,0.010000040539526729,0.01000004046437078,0.01000004033570645,0.010000040767500388,0.010000040820640241,0.010000041050623756,0.010000041206926399,0.010000041151586616,0.010000041273925661,0.010000041271711614,0.8999995911174813
467,0.010000040993169442,0.010000040916035381,0.010000040784131685,0.01000004122406087,0.01000004127835721,0.010000041515231727,0.01000004167490228,0.01000004161791557,0.010000041743764338,0.010000041740379767,0.8999995865120518
468,0.010000040321814988,0.01000004024759667,0.010000040120468697,0.010000040548387107,0.01000004060097735,0.010000040827699777,0.010000040982401683,0.01000004092784134,0.010000041048518668,0.010000041046852709,0.8999995933274411
469,0.010000040386501475,0.010000040312005359,0.010000040184422137,0.010000040613490097,0.010000040666243276,0.010000040893931531,0.010000041049107995,0.010000040994316802,0.01000004111548633,0.010000041113658445,0.8999995926708365
470,0.010000040520049555,0.0100000404449778,0.010000040316451398,0.010000040747897862,0.010000040800988402,0.010000041030678955,0.010000041186837982,0.010000041131568218,0.010000041253758004,0.01000004125159335,0.8999995913151985
471,0.010000039911530261,0.010000039839058422,0.010000039714793709,0.010000040135459149,0.010000040187023135,0.010000040407680563,0.01000004055939319,0.01000004050628255,0.010000040623868013,0.010000040623211075,0.8999995974917
472,0.010000039560876675,0.010000039489876341,0.010000039368025711,0.010000039782544672,0.010000039833241358,0.010000040048798274,0.01000004019798432,0.010000040146092943,0.010000040261076782,0.010000040261257696,0.8999996010502253
473,0.010000040146749618,0.01000004007327978,0.010000039947378652,0.01000004037219419,0.010000040424345021,0.010000040648466706,0.010000040801888743,0.010000040747950035,0.010000040867301758,0.010000040866070143,0.8999995951043753
474,0.010000039885073036,0.010000039812712901,0.010000039688631394,0.010000040108831392,0.010000040160329625,0.010000040380599554,0.01000004053212064,0.010000040479102629,0.010000040596490485,0.010000040595897548,0.8999995977602109
475,0.010000039884783799,0.010000039812424883,0.010000039688345378,0.01000004010854029,0.010000040160037802,0.010000040380303499,0.010000040531822492,0.010000040478805493,0.01000004059619119,0.010000040595598954,0.8999995977631463
476,0.01000003952070726,0.010000039449874258,0.01000003932829824,0.010000039742116162,0.01000003979271407,0.01000004000769155,0.010000040156589817,0.01000004010483696,0.01000004021952516,0.010000040219800622,0.8999996014578459
477,0.010000039065898447,0.010000038996942335,0.010000038878447902,0.010000039284372564,0.010000039333860287,0.010000039542346564,0.010000039688010201,0.010000039637809193,0.010000039749184233,0.010000039750509808,0.8999996060726184
478,0.010000039677485886,0.01000003960599836,0.010000039483348298,0.010000039899905909,0.010000039950890015,0.010000040168134642,0.010000040318158017,0.010000040265863187,0.010000040381708028,0.010000040381612809,0.8999995998668948
479,0.010000040731240133,0.010000040655252247,0.010000040525225224,0.010000040960447314,0.010000041014074047,0.010000041246953905,0.010000041404674495,0.010000041348642477,0.010000041472456957,0.010000041469752946,0.8999995891712803
480,0.010000040351855354,0.010000040277508108,0.010000040150168848,0.010000040578620905,0.010000040631286776,0.010000040858457406,0.010000041013379585,0.010000040958712115,0.010000041079617859,0.010000041077876798,0.8999995930225162
481,0.010000040459442921,0.010000040384632754,0.010000040256534937,0.010000040686901123,0.010000040739838399,0.010000040968618885,0.010000041124331534,0.010000041069279285,0.010000041191005376,0.010000041188993966,0.8999995919304208
482,0.010000040723033827,0.010000040647081673,0.010000040517113168,0.01000004095218822,0.010000041005794057,0.010000041238549461,0.010000041396209195,0.010000041340206921,0.01000004146395801,0.010000041461275115,0.8999995892545903
483,0.010000040294648778,0.010000040220546926,0.010000040093609832,0.010000040521045955,0.010000040573567863,0.010000040799885458,0.010000040954388329,0.01000004089992475,0.010000041020395754,0.010000041018797569,0.8999995936031888
484,0.010000039313017947,0.010000039243046056,0.010000039122883542,0.010000039533086947,0.010000039583176013,0.010000039795173497,0.010000039942589271,0.010000039891548821,0.01000004000471629,0.010000040005475927,0.8999996035652857
485,0.010000039625410719,0.010000039554141027,0.01000003943184839,0.010000039847494924,0.01000003989835055,0.010000040114840443,0.010000040264489531,0.010000040212375123,0.010000040327834945,0.010000040327863348,0.899999600395351
486,0.01000003934810721,0.01000003927799031,0.010000039157589726,0.01000003956840262,0.010000039618577435,0.010000039831076526,0.010000039978742133,0.010000039927581764,0.010000040041005243,0.010000040041683625,0.8999996032092434
487,0.010000040269680906,0.010000040195685995,0.01000004006892417,0.010000040495917293,0.010000040548376443,0.010000040774322372,0.010000040928642453,0.010000040874267709,0.010000040994549288,0.01000004099301327,0.8999995938566201
488,0.01000004003867938,0.01000003996566916,0.010000039840521576,0.010000040263427679,0.010000040315308382,0.010000040537834152,0.010000040690469354,0.010000040636912115,0.010000040755450232,0.010000040754483915,0.899999596201244
489,0.010000041054140218,0.01000004097673777,0.010000040844394755,0.010000041285423512,0.010000041339876451,0.010000041577687063,0.010000041737813627,0.010000041680603207,0.010000041806928575,0.010000041803383732,0.8999995858930111
490,0.010000040024225476,0.010000039951276584,0.010000039826229564,0.010000040248880637,0.010000040300725276,0.010000040523038151,0.010000040675568306,0.010000040622061957,0.010000040740491527,0.01000004073956053,0.899999596347942
491,0.010000040078585732,0.010000040005406007,0.010000039879980504,0.010000040303591159,0.01000004035557151,0.010000040578685743,0.010000040731611206,0.010000040677913307,0.01000004079675144,0.01000004079568741,0.899999595796216
492,0.010000040704751773,0.010000040628879183,0.010000040499040986,0.01000004093378856,0.010000040987347861,0.010000041219826162,0.010000041377350371,0.010000041321414325,0.01000004144502427,0.010000041442388367,0.8999995894401882
493,0.010000039335072982,0.01000003926500997,0.010000039144697855,0.010000039555284291,0.010000039605427244,0.01000003981773992,0.010000039965312693,0.01000003991419689,0.010000040027525229,0.01000004002823382,0.8999996033414991
494,0.01000004297940832,0.010000042893219853,0.010000042746518977,0.01000004322302284,0.01000004328256389,0.01000004355116089,0.010000043726099426,0.010000043661532907,0.01000004380351193,0.01000004379453912,0.8999995663384218
495,0.010000041267481158,0.01000004118913489,0.010000041055247303,0.010000041500135053,0.010000041555138122,0.01000004179624279,0.010000041957971242,0.010000041899973612,0.010000042027975798,0.010000042023864609,0.8999995837268354
496,0.010000041485223753,0.010000041405906596,0.010000041270430719,0.010000041719275569,0.01000004177484362,0.010000042019340218,0.010000042182713689,0.010000042123905496,0.010000042253633814,0.010000042248935675,0.899999581515791
497,0.010000040782651388,0.010000040706439402,0.010000040576045385,0.01000004101218925,0.010000041065947011,0.010000041299607515,0.010000041457709684,0.010000041401491095,0.010000041525703178,0.010000041522866607,0.8999995886493494
498,0.010000039900084644,0.010000039827661143,0.010000039703475709,0.010000040123939761,0.010000040175475294,0.010000040395965033,0.01000004054759478,0.010000040494524227,0.010000040612024176,0.010000040611394942,0.8999995976078604
499,0.010000041460572906,0.01000004138136605,0.010000041246070587,0.010000041694466512,0.010000041749970422,0.010000041994081495,0.010000042157268222,0.010000042098552153,0.010000042228084307,0.010000042223453071,0.8999995817661143
500,0.010000040425912545,0.01000004035124685,0.01000004022338575,0.010000040653154896,0.010000040706007495,0.01000004093428548,0.01000004108975151,0.010000041034819366,0.010000041156289406,0.010000041154362482,0.8999995922707843
501,0.010000040238873627,0.01000004016501053,0.010000040038464752,0.010000040464911602,0.010000040517293382,0.010000040742781257,0.010000040896875981,0.010000040842610722,0.010000040962658836,0.010000040961199367,0.89999959416932
502,0.01000004071181007,0.010000040635906768,0.010000040506018272,0.010000040940892263,0.010000040994469528,0.010000041227054786,0.01000004138463131,0.010000041328669702,0.010000041452334126,0.010000041449680088,0.8999995893685332
503,0.010000041359925443,0.010000041281167915,0.010000041146607472,0.010000041593172956,0.010000041648415461,0.0100000418909565,0.010000042053382112,0.010000041995041231,0.01000004212377444,0.01000004211941516,0.8999995827881413
504,0.010000041479235562,0.01000004139994521,0.010000041264513173,0.010000041713248949,0.010000041768801413,0.010000042013204324,0.01000004217653242,0.010000042117746613,0.010000042247427262,0.010000042242745385,0.8999995815765998
505,0.010000042104429284,0.010000042022309025,0.010000041882250694,0.010000042342450723,0.010000042399644827,0.010000042653953408,0.01000004282206078,0.010000042760908016,0.010000042895626811,0.010000042889209857,0.8999995752271566
506,0.010000040221811567,0.010000040148021406,0.010000040021595182,0.010000040447739651,0.010000040500078609,0.010000040725313054,0.010000040879283058,0.010000040825078372,0.010000040944997313,0.010000040943580162,0.8999995943425015
507,0.01000004138616788,0.010000041307293355,0.010000041172541514,0.010000041619583875,0.010000041674894464,0.010000041917844244,0.010000042080468096,0.01000004202202954,0.010000042150970754,0.010000042146540752,0.8999995825216656
508,0.010000042122149881,0.01000004203994848,0.010000041899757568,0.01000004236028479,0.010000042417525853,0.010000042672118873,0.010000042840362941,0.010000042779142215,0.01000004291400562,0.010000042907538387,0.8999995750471654
509,0.010000039066307387,0.010000038997349603,0.01000003887885242,0.010000039284784145,0.010000039334272858,0.010000039542764915,0.01000003968843144,0.01000003963822905,0.010000039749607042,0.010000039750931689,0.8999996060684695
510,0.010000040141799938,0.010000040068351193,0.01000003994248464,0.010000040367212627,0.010000040419351066,0.010000040643399497,0.010000040796785441,0.010000040742864244,0.010000040862178625,0.010000040860959208,0.8999995951546135
511,0.010000039457178221,0.010000039386609339,0.010000039265466814,0.010000039678177317,0.010000039728619244,0.010000039942682365,0.010000040091126197,0.010000040039591925,0.010000040153813566,0.010000040154237961,0.8999996021024972
512,0.010000039732674215,0.010000039660955364,0.010000039537925783,0.010000039955450096,0.010000040006570577,0.010000040224616891,0.010000040375037555,0.010000040322551083,0.010000040438804859,0.010000040438578089,0.8999995993068356
513,0.01000003899491825,0.010000038926252135,0.010000038808234064,0.01000003921293416,0.010000039262249981,0.010000039469734651,0.010000039614897387,0.010000039564935847,0.010000039675799455,0.010000039677285553,0.8999996067927586
514,0.010000040859565398,0.010000040783017352,0.010000040652073055,0.010000041089597888,0.010000041143552041,0.010000041378383551,0.01000004153705764,0.010000041480559187,0.010000041605367641,0.010000041602331823,0.8999995878684944
515,0.010000040700794317,0.010000040624938943,0.010000040495128943,0.010000040929805646,0.010000040983354877,0.010000041215773222,0.010000041373268103,0.010000041317346388,0.010000041440925794,0.010000041438300054,0.8999995894803637
516,0.010000040467097125,0.010000040392253955,0.010000040264102061,0.010000040694604598,0.010000040747561216,0.010000040976456508,0.010000041132225489,0.010000041077145801,0.010000041198930389,0.010000041196899663,0.8999995918527233
517,0.01000003933038409,0.010000039260340456,0.010000039140060157,0.010000039550565143,0.010000039600696637,0.010000039812942278,0.010000039960481665,0.010000039909381888,0.010000040022676014,0.010000040023395464,0.8999996033890761
518,0.010000040053354458,0.010000039980281933,0.010000039855032195,0.010000040278197314,0.010000040330114647,0.010000040552856703,0.010000040705598606,0.010000040651989669,0.010000040770638055,0.01000004076963584,0.8999995960523006
519,0.01000004042568898,0.010000040351024248,0.010000040223164728,0.010000040652929894,0.01000004070578193,0.010000040934056565,0.010000041089520953,0.010000041034589608,0.010000041156057942,0.010000041154131582,0.8999995922730537
520,0.010000040237749084,0.010000040163890793,0.010000040037352899,0.010000040463779817,0.010000040516158774,0.010000040741629938,0.010000040895716442,0.010000040841455176,0.010000040961494774,0.010000040960038094,0.8999995941807343
521,0.010000040550895047,0.01000004047568993,0.010000040346945053,0.010000040778941871,0.01000004083211052,0.010000041062265137,0.010000041218651645,0.010000041163270966,0.010000041285697184,0.010000041283454275,0.8999995910020784
522,0.010000039587261455,0.010000039516151074,0.010000039394119852,0.010000039809099625,0.010000039859861257,0.010000040075799311,0.010000040225174565,0.010000040173192075,0.010000040288370367,0.010000040288489019,0.8999996007824814
523,0.010000041051141613,0.01000004097375238,0.010000040841430993,0.010000041282405637,0.010000041336850868,0.010000041574615386,0.010000041734719505,0.0100000416775201,0.010000041803822001,0.010000041800285056,0.8999995859234565
524,0.0100000398504218,0.010000039778207797,0.010000039654365972,0.010000040073956796,0.010000040125368988,0.010000040345132062,0.010000040496402511,0.01000004044350566,0.010000040560635033,0.010000040560125727,0.8999995981118776
