,VNQ_VANGREALEST,EMB_USDEMRGBOND,LQD_CORPBOND,MUB_MUNIBOND,SHY_1-3USTR,VIG_VANGDIV,IVV_SP500,EEM_MSCIEMERGING,XLE_ENERGYSPDR,EFA_MSCIEAFE,TIP_TIPSBOND
88,0.01000001171344622,0.010000011680650907,0.010000011635220987,0.01000001172958094,0.010000013998597687,0.010000011874223712,0.01000002487043684,0.010000011885780495,0.010000011915566877,0.010000915304518935,0.8999989633919764
89,0.010000011938519428,0.010000011913135048,0.01000001187674551,0.01000001196725057,0.010000014295462094,0.010000012075969254,0.010000023904318962,0.01000001209027579,0.010000012113877672,0.010000572594806837,0.8999993052296388
90,0.010000011769486257,0.010000011745655984,0.01000001171126675,0.010000011799546616,0.01000001402699044,0.010000011901028383,0.010000024185474729,0.010000011915454328,0.010000011937677203,0.010000527699804244,0.8999993513076151
91,0.010000011856077053,0.010000011826438676,0.010000011784842871,0.01000001187786553,0.010000014139595302,0.010000012007125804,0.01000002397282598,0.010000012019958808,0.010000012047110655,0.010000756058594287,0.899999122409565
92,0.010000012084744835,0.010000012050423439,0.010000012002935042,0.010000012100827238,0.01000001443075364,0.01000001225228353,0.010000023781515321,0.010000012264164328,0.010000012295369252,0.010000933942297315,0.8999989427946861
93,0.010000012009481734,0.010000011980291634,0.010000011939170753,0.010000012032876975,0.010000014335844009,0.010000012159785637,0.010000023895714662,0.010000012173075846,0.010000012199921676,0.010000718790884797,0.8999991584829524
94,0.010000011920690909,0.010000011895694686,0.01000001185979191,0.010000011949896921,0.010000014157933855,0.010000012056779814,0.010000024016045167,0.010000012071164367,0.010000012094436439,0.010000559033496446,0.8999993189440695
95,0.01000001247523579,0.010000012453533273,0.010000012421419985,0.010000012512840405,0.010000014737819385,0.010000012603128987,0.010000022884548933,0.010000012619708464,0.010000012640430095,0.010000398040452505,0.8999994766108822
96,0.01000001281134753,0.010000012788511611,0.010000012754833065,0.010000012849345315,0.010000015043544143,0.010000012944588398,0.010000022030890671,0.01000001296156109,0.010000012983373602,0.010000412923974173,0.8999994599080304
97,0.010000013284063983,0.01000001326605501,0.010000013238088743,0.010000013332390152,0.01000001544313019,0.010000013403741698,0.010000021008402101,0.010000013423246329,0.010000013441197728,0.01000024440502957,0.8999996257546545
98,0.010000013867875532,0.010000013850657437,0.010000013823353464,0.010000013921201777,0.01000001599502798,0.010000013987875695,0.010000020092012158,0.010000014008954235,0.010000014026529455,0.010000200159852745,0.8999996662666595
99,0.010000014493300907,0.010000014476993379,0.010000014450458441,0.010000014552163145,0.010000016405902156,0.010000014613516059,0.010000019597263777,0.010000014636326405,0.010000014653496548,0.010000156555432248,0.8999997055651471
100,0.010000014809371403,0.01000001479387932,0.010000014768173237,0.01000001487162157,0.010000016686882109,0.010000014928542838,0.010000018989048318,0.010000014952362973,0.010000014969015081,0.010000129665621369,0.8999997305654819
101,0.010000015411796612,0.010000015277087158,0.01000001510935422,0.01000001528373233,0.010000017086432441,0.010000015966152447,0.010000018816854648,0.010000015953154239,0.010000016237961285,0.010000149392067052,0.8999997054654075
102,0.010000015551388235,0.010000015535445687,0.010000015508739928,0.01000001561808962,0.010000017398500477,0.010000015675991986,0.01000001845857335,0.010000015701481292,0.010000015718989966,0.0100001172534467,0.8999997375793527
103,0.010000015361888704,0.01000001522882159,0.010000015062982261,0.010000015235998827,0.010000016864927632,0.010000015909902437,0.01000001896733524,0.01000001589726723,0.010000016178879172,0.01000014730625325,0.8999997079857437
104,0.010000015889531519,0.010000015773327292,0.010000015626122022,0.01000001579206721,0.010000016992525682,0.010000016375945069,0.01000001846955621,0.010000016371330212,0.0100000166352598,0.010000103838648425,0.8999997482356866
105,0.010000016317637552,0.010000016205392879,0.0100000160622838,0.01000001622859298,0.01000001724807325,0.010000016790430147,0.010000017848470072,0.01000001678894134,0.010000017053270313,0.010000089928504973,0.8999997595284026
106,0.01000001691136711,0.010000016797875868,0.010000016652695858,0.010000016823651176,0.010000017754417279,0.010000017390756214,0.010000017541917127,0.010000017391126529,0.0100000176676868,0.010000081206313731,0.8999997638621924
107,0.010000017578376786,0.010000017461999482,0.010000017312617758,0.010000017489621836,0.010000018192901373,0.010000018071120768,0.010000018228510734,0.010000018072823412,0.010000018367488626,0.010000072787181197,0.8999997664373581
108,0.01000001801832919,0.010000017889040381,0.010000017724452772,0.01000001791206658,0.010000018632026821,0.010000018561662997,0.010000018734839078,0.010000018560336832,0.010000018886135,0.010000080471877915,0.8999997546092325
109,0.010000017532718852,0.010000017418334003,0.010000017271275193,0.010000017446759537,0.010000018010423533,0.010000018017740305,0.010000018172815248,0.010000018019975626,0.010000018310372566,0.010000071151353828,0.8999997686482313
110,0.010000017571193934,0.01000001745730462,0.0100000173107457,0.010000017486207085,0.010000018138476017,0.010000018054488417,0.01000001820923488,0.010000018057054647,0.010000018347378025,0.010000069882806628,0.8999997694851102
111,0.010000017547657962,0.010000017433269576,0.010000017286176624,0.0100000174618033,0.010000018226184222,0.010000018032768242,0.010000018187925843,0.010000018035082756,0.010000018325749177,0.0100000708972205,0.8999997685661618
112,0.010000017490838427,0.010000017376555108,0.010000017229669336,0.010000017404829852,0.010000018032469398,0.01000001797533062,0.010000018130096528,0.010000017977457523,0.010000018266820431,0.010000071757130765,0.899999768358802
113,0.010000017718594597,0.010000017600873809,0.010000017449765773,0.010000017628515104,0.010000018411473688,0.010000018216943567,0.010000018376439126,0.01000001821868968,0.01000001851850996,0.010000071954447113,0.8999997659057476
114,0.010000017770156598,0.010000017648856285,0.010000017493628485,0.010000017674881028,0.010000018586686053,0.010000018282275574,0.010000018445789967,0.010000018282937515,0.010000018589862224,0.010000075366628737,0.8999997618582976
115,0.010000017432247597,0.010000017317783702,0.010000017170772662,0.01000001734568535,0.010000018121020662,0.010000017917224976,0.010000018071898117,0.01000001791909199,0.010000018207545034,0.010000073008348723,0.8999997674883812
116,0.01000001770528103,0.010000017586084839,0.010000017433331858,0.010000017612872216,0.010000018391912894,0.010000018209172627,0.010000018370149667,0.010000018210336272,0.01000001851237325,0.010000073974035193,0.8999997639944501
117,0.010000017628651098,0.010000017515559326,0.010000017369816306,0.01000001754518631,0.010000018212787818,0.010000018109134796,0.010000018263325923,0.010000018112201407,0.010000018402338474,0.010000067936895318,0.8999997709041031
118,0.010000017621356284,0.010000017503449428,0.01000001735227062,0.010000017530508297,0.010000018409705514,0.01000001812006811,0.010000018279278228,0.010000018121399987,0.010000018419494494,0.010000073897303834,0.8999997647451652
119,0.010000017681590605,0.01000001756424548,0.010000017413610084,0.01000001759192068,0.010000018518726589,0.010000018178398237,0.010000018337319972,0.010000018180161522,0.010000018478546814,0.010000072150744669,0.8999997659047353
120,0.010000017800144761,0.010000017677419258,0.010000017520541724,0.010000017702835493,0.010000018581208742,0.010000018317775144,0.01000001848293614,0.01000001831802903,0.010000018628000484,0.010000076553341066,0.8999997604177681
121,0.010000017834064151,0.010000017712793808,0.01000001755750572,0.010000017739158493,0.010000018629285595,0.010000018346299022,0.010000018510104144,0.010000018347207444,0.010000018655442396,0.010000074184472761,0.8999997624836664
122,0.010000018134516741,0.010000018008945526,0.010000017848354846,0.010000018034578999,0.010000018998542137,0.010000018664169073,0.010000018834040605,0.01000001866466612,0.010000018986685346,0.010000073922379225,0.8999997599031213
123,0.010000017717614012,0.010000017598478392,0.010000017445773194,0.010000017625370573,0.010000018459471034,0.010000018221326755,0.010000018382303534,0.010000018222565238,0.010000018524746622,0.010000073681732065,0.8999997641206186
124,0.01000001796974073,0.010000017845871222,0.010000017687454347,0.010000017871535686,0.010000018673456604,0.010000018492319762,0.010000018659545494,0.010000018492785796,0.010000018808351238,0.010000074863340827,0.8999997606355983
125,0.010000017754137856,0.010000017633003361,0.010000017477987308,0.010000017659029865,0.010000018546292408,0.010000018265567012,0.01000001842882589,0.010000018266226018,0.010000018572537465,0.010000075453644681,0.8999997619427482
126,0.010000017662748818,0.010000017546974244,0.010000017398147373,0.010000017575358471,0.010000018320121052,0.010000018153519937,0.010000018310695477,0.010000018155756156,0.010000018451130152,0.010000070581258265,0.89999976784429
127,0.010000017870231661,0.01000001774865405,0.010000017592968723,0.010000017775028298,0.010000018591012062,0.010000018383754701,0.010000018548063578,0.010000018384677574,0.01000001869421898,0.010000073907355557,0.8999997625040348
128,0.010000017914940394,0.0100000177925675,0.01000001763591143,0.010000017818777476,0.010000018803208865,0.010000018431660967,0.010000018597037977,0.010000018432486638,0.010000018744295925,0.010000074061992058,0.8999997617671208
129,0.010000017797842386,0.010000017677404266,0.010000017523107063,0.0100000177040312,0.01000001862842431,0.010000018306793597,0.010000018469542817,0.01000001830787202,0.010000018613924133,0.010000073829211031,0.8999997631418473
130,0.01000001756928899,0.010000017456648662,0.010000017311506243,0.010000017486198373,0.010000018080986344,0.01000001804784425,0.010000018201270515,0.010000018050845685,0.010000018339024244,0.01000006840289384,0.8999997710534929
131,0.01000001761565143,0.010000017499059221,0.010000017349373098,0.010000017526787214,0.010000018400570286,0.010000018109362775,0.01000001826716691,0.01000001811114715,0.010000018406907079,0.010000072394691861,0.899999766319283
132,0.010000018214675927,0.010000018090570348,0.010000017931517577,0.010000018117350117,0.010000018829338183,0.010000018739013662,0.010000018907744565,0.010000018740313251,0.010000019061657674,0.010000070800903744,0.8999997625669149
133,0.010000017553399822,0.010000017427340845,0.01000001726706821,0.010000017449731705,0.01000001831380085,0.010000018082759356,0.01000001825015927,0.010000018080889937,0.010000018391216354,0.010000085343187025,0.8999997538404466
134,0.01000001767552399,0.010000017557753052,0.010000017406661479,0.01000001758510895,0.010000018145764168,0.010000018173883381,0.010000018333210861,0.010000018175422842,0.01000001847447757,0.010000072770610859,0.8999997657015829
135,0.010000017555823477,0.010000017442093823,0.010000017295719596,0.01000001747107516,0.01000001856391284,0.010000018038505601,0.010000018193022871,0.010000018041129292,0.010000018330782484,0.010000069955536595,0.8999997691123982
136,0.010000017585046863,0.010000017466241982,0.010000017314094983,0.010000017492668054,0.010000018555143897,0.010000018087047192,0.010000018247022572,0.010000018087944965,0.010000018386761069,0.01000007565080448,0.899999763127224
137,0.010000017756813499,0.01000001763353497,0.010000017476089869,0.010000017658469036,0.010000018729080379,0.010000018276403901,0.010000018441930568,0.010000018276321708,0.010000018586259535,0.010000078022108163,0.8999997591429884
138,0.01000001777953248,0.010000017660845741,0.01000001750854159,0.010000017688348612,0.010000018839649046,0.010000018281802176,0.010000018442626973,0.010000018283474655,0.01000001858612983,0.010000072049164895,0.8999997648798841
139,0.01000001762875498,0.010000017513445826,0.0100000173651854,0.010000017541940019,0.010000018508133219,0.010000018117665217,0.010000018274191735,0.010000018119972294,0.010000018413813712,0.010000070609413065,0.8999997679074846
140,0.010000017354158126,0.010000017239944432,0.010000017093324499,0.01000001726759377,0.010000018139374438,0.010000017837912784,0.01000001799194701,0.010000017839598549,0.010000018126041932,0.010000074078879432,0.8999997670312251
141,0.010000017604681569,0.010000017486350253,0.010000017334708563,0.010000017513130639,0.0100000185876565,0.01000001810496131,0.01000001826453888,0.010000018106103905,0.010000018404527829,0.010000074715977136,0.8999997638773636
142,0.01000001775227168,0.010000017627675543,0.01000001746875817,0.010000017651864477,0.01000001858254618,0.010000018276828788,0.010000018443709891,0.010000018276234071,0.010000018588317247,0.010000079723537596,0.8999997576082565
143,0.010000017689590166,0.01000001756556727,0.010000017407389043,0.01000001758973487,0.010000018492699455,0.010000018211737597,0.010000018377698087,0.010000018211113983,0.010000018520907924,0.010000080183827916,0.8999997577497337
144,0.010000017485630765,0.010000017366525744,0.010000017214189177,0.010000017392262903,0.01000001833374949,0.010000017988388028,0.010000018148179543,0.010000017988797037,0.010000018286089284,0.01000007782786738,0.8999997619683208
145,0.010000017514883119,0.010000017396410136,0.010000017244746326,0.010000017422626309,0.01000001832700954,0.010000018015351334,0.01000001817462629,0.010000018016090826,0.010000018312934022,0.01000007650619204,0.8999997630691301
146,0.010000017570880662,0.01000001745425698,0.010000017304597751,0.010000017481750603,0.010000018430573292,0.010000018064556488,0.010000018222174658,0.01000001806617443,0.01000001836105114,0.010000073222610342,0.8999997658213736
147,0.010000017769408986,0.010000017646663268,0.010000017489808975,0.010000017671909358,0.01000001853800377,0.010000018287002336,0.010000018452028239,0.010000018287132678,0.010000018596486387,0.010000077137725513,0.8999997601238305
